Finance_ID,Farmer_ID,Loan_Purpose,Loan_Amount,Interest_Rate,Tenure_Months,Loan_Approval_Status,Repayment_Status,Credit Bureau Default_History,Source_of_Funding
LOAN_13846d,FARMER_292,Land Expansion,465260,19.2,18,Rejected,,False,Bank
LOAN_08cc84,FARMER_293,Land Expansion,121779,22.85,18,Approved,Fully Paid,False,Bank
LOAN_307c4d,FARMER_294,Fertilizer,155104,18.82,24,Approved,Partially Paid,False,NGO
LOAN_ab7c12,FARMER_295,Land Expansion,230553,13.33,12,Rejected,,False,Microfinance
LOAN_8064cd,FARMER_296,Fertilizer,227216,15.27,6,Approved,Fully Paid,False,Government
LOAN_bb8341,FARMER_297,Irrigation,494537,19.25,6,Approved,Fully Paid,False,NGO
LOAN_1e1948,FARMER_298,Irrigation,151310,17.27,12,Rejected,,False,NGO
LOAN_50269d,FARMER_299,Fertilizer,408260,15.59,18,Rejected,,False,Government
LOAN_9f0b9a,FARMER_300,Fertilizer,334368,9.74,24,Rejected,,False,Government
LOAN_874b49,FARMER_301,Labor,384825,17.34,6,Approved,Fully Paid,False,NGO
LOAN_eafab4,FARMER_302,Equipment,429355,5.37,12,Rejected,,False,Bank
LOAN_57fdd6,FARMER_303,Equipment,175669,16.2,18,Approved,Fully Paid,False,Microfinance
LOAN_e82e51,FARMER_304,Land Expansion,103374,21.41,24,Approved,Fully Paid,False,Microfinance
LOAN_4bf5d4,FARMER_305,Land Expansion,69299,8.6,12,Rejected,,False,Government
LOAN_158c7b,FARMER_306,Fertilizer,456713,7.28,12,Rejected,,False,Government
LOAN_efdba4,FARMER_307,Fertilizer,141884,24.4,6,Approved,Fully Paid,False,Bank
LOAN_c1497a,FARMER_308,Equipment,109482,21.87,24,Approved,Fully Paid,True,Bank
LOAN_f9f4cb,FARMER_309,Land Expansion,104826,11.04,24,Approved,Defaulted,False,NGO
LOAN_169f19,FARMER_310,Equipment,297716,9.17,18,Approved,Partially Paid,False,Bank
LOAN_08e513,FARMER_311,Irrigation,400253,11.68,18,Rejected,,True,Microfinance
LOAN_477b51,FARMER_312,Equipment,232296,13.62,6,Approved,Fully Paid,False,Bank
LOAN_519f62,FARMER_313,Equipment,178865,21.42,24,Rejected,,False,Bank
LOAN_8820cf,FARMER_314,Fertilizer,180754,9.78,18,Approved,Partially Paid,True,Bank
LOAN_315e2c,FARMER_315,Land Expansion,437420,19.42,24,Rejected,,False,Government
LOAN_741137,FARMER_316,Irrigation,129458,23.59,12,Approved,Fully Paid,False,Bank
LOAN_152909,FARMER_317,Equipment,114490,12.59,12,Approved,Defaulted,True,Government
LOAN_693c66,FARMER_318,Equipment,126543,5.52,12,Rejected,,True,Microfinance
LOAN_a75021,FARMER_319,Fertilizer,50872,21.55,24,Approved,Fully Paid,False,Microfinance
LOAN_8e81ec,FARMER_320,Labor,131330,19.17,6,Rejected,,False,Government
LOAN_d61c82,FARMER_321,Land Expansion,204953,7.98,18,Approved,Fully Paid,False,Government
LOAN_36b10e,FARMER_322,Land Expansion,72388,16.94,6,Approved,Fully Paid,True,Bank
LOAN_b4a7fd,FARMER_323,Land Expansion,367733,21.5,6,Approved,Fully Paid,False,Bank
LOAN_7aa20e,FARMER_324,Equipment,488517,8.62,6,Approved,Defaulted,False,Microfinance
LOAN_b2ddbb,FARMER_325,Equipment,172021,9.46,6,Approved,Partially Paid,False,Microfinance
LOAN_ea5095,FARMER_326,Equipment,348944,9.04,18,Approved,Fully Paid,True,Microfinance
LOAN_516cd0,FARMER_327,Labor,130223,24.95,12,Rejected,,True,Microfinance
LOAN_a831c6,FARMER_328,Equipment,282636,9.59,12,Rejected,,True,NGO
LOAN_e8fdf6,FARMER_329,Land Expansion,384846,10.34,12,Rejected,,False,Bank
LOAN_20603d,FARMER_330,Land Expansion,58885,5.96,24,Rejected,,False,Bank
LOAN_39aa27,FARMER_331,Fertilizer,139362,24.67,24,Approved,Partially Paid,True,NGO
LOAN_36e76a,FARMER_332,Labor,63026,9.94,18,Approved,Fully Paid,True,Microfinance
LOAN_3f99df,FARMER_333,Irrigation,103189,19.5,18,Rejected,,False,Bank
LOAN_c956aa,FARMER_334,Equipment,73585,5.53,18,Approved,Defaulted,False,Bank
LOAN_5cdc5a,FARMER_335,Irrigation,63006,20.67,12,Approved,Fully Paid,False,Government
LOAN_b2453f,FARMER_336,Equipment,340676,20.01,18,Approved,Defaulted,False,NGO
LOAN_30bf0e,FARMER_337,Labor,56642,6.68,12,Approved,Partially Paid,False,Government
LOAN_7535f7,FARMER_338,Labor,194628,7.45,12,Approved,Partially Paid,False,NGO
LOAN_1f6d9d,FARMER_339,Land Expansion,354381,10.9,6,Approved,Fully Paid,True,NGO
LOAN_06da23,FARMER_340,Labor,87996,12.09,24,Approved,Fully Paid,False,NGO
LOAN_0eabcd,FARMER_341,Irrigation,277650,20.67,24,Approved,Partially Paid,True,Microfinance
LOAN_f59517,FARMER_342,Irrigation,452355,6.22,18,Rejected,,False,NGO
LOAN_fe60b9,FARMER_343,Labor,169268,18.0,6,Approved,Defaulted,False,Microfinance
LOAN_e73d43,FARMER_344,Irrigation,250981,9.57,18,Approved,Fully Paid,True,NGO
LOAN_92727c,FARMER_345,Equipment,260668,12.65,18,Rejected,,True,Microfinance
LOAN_f8a209,FARMER_346,Fertilizer,227180,5.04,24,Approved,Defaulted,True,Microfinance
LOAN_f848c6,FARMER_347,Land Expansion,378077,10.82,6,Approved,Fully Paid,False,Microfinance
LOAN_5381b1,FARMER_348,Fertilizer,164909,8.43,18,Approved,Fully Paid,True,Bank
LOAN_e4ed43,FARMER_349,Irrigation,298125,15.08,18,Approved,Fully Paid,False,Government
LOAN_8f76ce,FARMER_350,Land Expansion,359518,8.16,18,Approved,Partially Paid,False,Government
LOAN_a296bd,FARMER_351,Fertilizer,477761,21.72,12,Approved,Partially Paid,False,Government
LOAN_bc5c03,FARMER_352,Fertilizer,81117,22.66,24,Approved,Fully Paid,False,Bank
LOAN_05a2f7,FARMER_353,Irrigation,365250,21.91,12,Rejected,,True,Bank
LOAN_415dea,FARMER_354,Land Expansion,262885,24.64,18,Approved,Fully Paid,True,Bank
LOAN_4474a6,FARMER_355,Land Expansion,334256,23.29,6,Approved,Defaulted,True,NGO
LOAN_2d5b4c,FARMER_356,Fertilizer,81100,10.6,12,Rejected,,False,NGO
LOAN_af70e9,FARMER_357,Land Expansion,180423,11.29,12,Rejected,,False,NGO
LOAN_320af2,FARMER_358,Land Expansion,67158,15.65,18,Approved,Fully Paid,False,NGO
LOAN_4b6928,FARMER_359,Equipment,148643,12.7,12,Rejected,,False,NGO
LOAN_e0a1b5,FARMER_360,Irrigation,262998,24.4,6,Rejected,,True,Government
LOAN_822939,FARMER_361,Irrigation,116832,11.79,6,Approved,Fully Paid,False,Government
LOAN_1ca149,FARMER_362,Equipment,377967,19.8,24,Rejected,,True,Government
LOAN_392dd0,FARMER_363,Fertilizer,165580,16.51,24,Approved,Fully Paid,False,Government
LOAN_807fa8,FARMER_364,Labor,168967,24.13,6,Approved,Fully Paid,False,Government
LOAN_d199fe,FARMER_365,Fertilizer,101005,19.89,6,Rejected,,True,Bank
LOAN_45240d,FARMER_366,Equipment,214409,11.07,12,Rejected,,False,Bank
LOAN_0c1d68,FARMER_367,Land Expansion,71102,8.94,24,Approved,Partially Paid,False,NGO
LOAN_46ec58,FARMER_368,Equipment,113673,22.09,12,Rejected,,True,Government
LOAN_ada61f,FARMER_369,Irrigation,337362,23.22,6,Rejected,,True,NGO
LOAN_20e6f6,FARMER_370,Land Expansion,364968,21.62,24,Approved,Fully Paid,False,Bank
LOAN_950a66,FARMER_371,Fertilizer,490799,19.75,12,Rejected,,True,NGO
LOAN_faef16,FARMER_372,Land Expansion,433823,11.43,24,Rejected,,False,Government
LOAN_e2139b,FARMER_373,Irrigation,482757,15.11,18,Approved,Fully Paid,False,Government
LOAN_f1921f,FARMER_374,Equipment,176208,23.31,18,Approved,Partially Paid,False,Government
LOAN_0a164f,FARMER_375,Fertilizer,331079,7.7,18,Approved,Defaulted,True,Bank
LOAN_ed4e52,FARMER_376,Labor,132029,14.9,18,Approved,Partially Paid,True,NGO
LOAN_09217a,FARMER_377,Labor,283026,12.11,18,Approved,Defaulted,False,Microfinance
LOAN_d2ee27,FARMER_378,Equipment,95269,18.55,24,Approved,Fully Paid,False,Microfinance
LOAN_18ac17,FARMER_379,Fertilizer,137613,17.68,6,Approved,Partially Paid,False,Microfinance
LOAN_3773de,FARMER_380,Fertilizer,451975,16.2,12,Rejected,,False,Microfinance
LOAN_5b19f8,FARMER_381,Land Expansion,290616,10.59,6,Rejected,,False,Microfinance
LOAN_2eed73,FARMER_382,Equipment,153860,8.19,6,Approved,Partially Paid,False,Bank
LOAN_25d813,FARMER_383,Land Expansion,466704,20.69,6,Rejected,,True,Government
LOAN_03c143,FARMER_384,Equipment,241287,24.83,12,Approved,Partially Paid,True,Microfinance
LOAN_ebbfcb,FARMER_385,Irrigation,59549,8.38,18,Rejected,,False,Microfinance
LOAN_5cf252,FARMER_386,Equipment,276732,6.52,24,Approved,Partially Paid,False,Microfinance
LOAN_5ba1b9,FARMER_387,Land Expansion,210590,19.91,24,Approved,Partially Paid,False,NGO
LOAN_8a288f,FARMER_388,Fertilizer,294369,11.88,6,Approved,Partially Paid,False,Government
LOAN_bc989c,FARMER_389,Equipment,247679,9.26,24,Approved,Fully Paid,False,Microfinance
LOAN_6f6018,FARMER_390,Fertilizer,369269,15.5,12,Approved,Fully Paid,True,Bank
LOAN_4f4966,FARMER_391,Irrigation,415519,18.5,6,Rejected,,False,Government
LOAN_3633f4,FARMER_392,Labor,237594,9.3,12,Approved,Fully Paid,False,Government
LOAN_992422,FARMER_393,Labor,216086,24.89,6,Rejected,,True,Government
LOAN_70c881,FARMER_394,Land Expansion,486731,11.56,18,Approved,Partially Paid,False,NGO
LOAN_311d7f,FARMER_395,Equipment,421016,11.3,24,Approved,Defaulted,False,Government
LOAN_fda929,FARMER_396,Irrigation,297680,13.46,24,Approved,Defaulted,False,Microfinance
LOAN_bbcd85,FARMER_397,Irrigation,293625,19.9,12,Approved,Fully Paid,True,Microfinance
LOAN_3e14c8,FARMER_398,Fertilizer,400076,22.47,24,Rejected,,False,NGO
LOAN_8fc5bc,FARMER_399,Land Expansion,91083,11.48,6,Rejected,,False,Bank
LOAN_3b2a08,FARMER_400,Irrigation,236567,7.37,18,Rejected,,True,NGO
LOAN_1da8f0,FARMER_401,Equipment,115610,10.12,24,Approved,Partially Paid,True,NGO
LOAN_f10870,FARMER_402,Irrigation,445204,6.69,18,Approved,Defaulted,True,Microfinance
LOAN_e93919,FARMER_403,Labor,418796,17.61,12,Approved,Partially Paid,False,Government
LOAN_c0b5af,FARMER_404,Land Expansion,243669,19.81,18,Rejected,,False,NGO
LOAN_a00b0c,FARMER_405,Fertilizer,474247,13.59,24,Approved,Defaulted,False,Bank
LOAN_85c961,FARMER_406,Equipment,417735,24.06,24,Approved,Defaulted,True,Microfinance
LOAN_a5c4c6,FARMER_407,Labor,118619,19.55,12,Rejected,,True,Government
LOAN_4a667f,FARMER_408,Irrigation,397882,12.59,12,Approved,Fully Paid,True,Bank
LOAN_4ee66a,FARMER_409,Land Expansion,361078,7.04,18,Rejected,,False,NGO
LOAN_084711,FARMER_410,Land Expansion,307990,14.87,18,Approved,Partially Paid,False,Bank
LOAN_c96233,FARMER_411,Equipment,94939,15.08,12,Approved,Fully Paid,True,NGO
LOAN_c71d5c,FARMER_412,Fertilizer,457072,16.01,24,Approved,Defaulted,False,NGO
LOAN_bb4d86,FARMER_413,Labor,229967,18.65,18,Rejected,,True,NGO
LOAN_e13772,FARMER_414,Fertilizer,488964,10.29,12,Approved,Fully Paid,True,NGO
LOAN_3b58a7,FARMER_415,Equipment,227379,5.05,18,Approved,Fully Paid,True,NGO
LOAN_37c43a,FARMER_416,Equipment,347977,21.26,12,Approved,Partially Paid,False,Microfinance
LOAN_5280d2,FARMER_417,Labor,57954,21.47,24,Rejected,,True,NGO
LOAN_86f996,FARMER_418,Land Expansion,216073,23.23,18,Rejected,,False,Government
LOAN_5bf061,FARMER_419,Land Expansion,98338,24.38,18,Approved,Fully Paid,False,NGO
LOAN_9c610e,FARMER_420,Labor,485960,8.18,6,Approved,Partially Paid,False,Microfinance
LOAN_d032e1,FARMER_421,Fertilizer,295631,12.08,6,Approved,Defaulted,True,Bank
LOAN_375681,FARMER_422,Labor,252236,22.03,24,Rejected,,False,Government
LOAN_e3d323,FARMER_423,Land Expansion,349080,23.68,12,Rejected,,False,Bank
LOAN_3cc9be,FARMER_424,Fertilizer,135932,5.29,6,Approved,Fully Paid,False,Bank
LOAN_09b323,FARMER_425,Irrigation,106338,12.75,6,Rejected,,False,Government
LOAN_f11e0c,FARMER_426,Fertilizer,56308,7.27,24,Rejected,,True,Microfinance
LOAN_7128dd,FARMER_427,Land Expansion,216154,20.77,12,Approved,Fully Paid,True,NGO
LOAN_0c6184,FARMER_428,Equipment,256263,19.94,24,Approved,Partially Paid,False,NGO
LOAN_6c1a48,FARMER_429,Fertilizer,202703,20.09,18,Rejected,,False,NGO
LOAN_5b5514,FARMER_430,Fertilizer,496360,12.8,18,Rejected,,False,Bank
LOAN_193a8f,FARMER_431,Equipment,446130,13.12,12,Approved,Fully Paid,False,Government
LOAN_a24944,FARMER_432,Land Expansion,160020,10.24,6,Approved,Partially Paid,False,NGO
LOAN_05c768,FARMER_433,Irrigation,92301,12.22,24,Rejected,,False,NGO
LOAN_20ea4a,FARMER_434,Irrigation,135854,24.66,24,Rejected,,False,Microfinance
LOAN_014aaa,FARMER_435,Labor,118237,5.93,18,Rejected,,False,Microfinance
LOAN_5ea146,FARMER_436,Irrigation,492401,11.48,24,Rejected,,True,Bank
LOAN_189d33,FARMER_437,Irrigation,412593,20.8,6,Approved,Partially Paid,False,Government
LOAN_b020d2,FARMER_438,Fertilizer,367755,12.65,12,Approved,Partially Paid,True,Microfinance
LOAN_8efd2a,FARMER_439,Labor,123023,24.0,24,Rejected,,False,Government
LOAN_738cbf,FARMER_440,Irrigation,259605,11.64,6,Rejected,,False,Microfinance
LOAN_c174f3,FARMER_441,Fertilizer,295170,22.0,12,Rejected,,False,Government
LOAN_9d06d5,FARMER_442,Labor,174159,21.3,24,Rejected,,False,Government
LOAN_289486,FARMER_443,Fertilizer,366969,5.18,24,Approved,Fully Paid,False,Government
LOAN_394d43,FARMER_444,Equipment,361700,13.06,12,Rejected,,False,Bank
LOAN_9ce24e,FARMER_445,Land Expansion,218551,10.61,24,Approved,Fully Paid,False,Microfinance
LOAN_d18aae,FARMER_446,Land Expansion,84692,14.59,24,Rejected,,False,Microfinance
LOAN_34843b,FARMER_447,Land Expansion,174737,14.26,24,Approved,Fully Paid,False,NGO
LOAN_e16fb4,FARMER_448,Irrigation,139541,23.11,18,Rejected,,True,NGO
LOAN_fd8ff3,FARMER_449,Land Expansion,427713,8.67,12,Approved,Fully Paid,False,Bank
LOAN_e18a22,FARMER_450,Land Expansion,374796,8.64,18,Approved,Partially Paid,False,Microfinance
LOAN_6c25b2,FARMER_451,Labor,121559,7.16,12,Approved,Partially Paid,True,NGO
LOAN_7691bc,FARMER_452,Labor,282278,19.77,18,Rejected,,False,Microfinance
LOAN_1ad493,FARMER_453,Labor,174819,23.36,24,Approved,Defaulted,True,NGO
LOAN_cc33d1,FARMER_454,Irrigation,393427,12.37,6,Rejected,,False,Bank
LOAN_6ef0a7,FARMER_455,Land Expansion,425950,6.24,12,Approved,Defaulted,False,NGO
LOAN_329114,FARMER_456,Irrigation,133165,8.12,6,Rejected,,False,Bank
LOAN_b09bb1,FARMER_457,Irrigation,124167,7.05,12,Approved,Partially Paid,True,Bank
LOAN_d84a1b,FARMER_458,Irrigation,472419,16.85,12,Approved,Fully Paid,False,Government
LOAN_33ebbd,FARMER_459,Irrigation,227431,10.65,24,Approved,Fully Paid,False,Bank
LOAN_b5f1c2,FARMER_460,Irrigation,487000,22.95,12,Rejected,,False,Government
LOAN_24967f,FARMER_461,Irrigation,497735,8.25,24,Rejected,,False,Microfinance
LOAN_3c0cfe,FARMER_462,Land Expansion,310069,23.6,24,Approved,Fully Paid,False,Bank
LOAN_43764e,FARMER_463,Labor,239694,11.65,24,Approved,Fully Paid,False,Bank
LOAN_c3ccb3,FARMER_464,Fertilizer,279672,22.35,18,Approved,Fully Paid,True,Bank
LOAN_64161b,FARMER_465,Fertilizer,483676,23.98,18,Approved,Fully Paid,False,NGO
LOAN_fa89f6,FARMER_466,Fertilizer,134868,24.73,24,Approved,Partially Paid,False,Bank
LOAN_8677ff,FARMER_467,Equipment,123663,21.07,6,Approved,Fully Paid,False,Microfinance
LOAN_aabc6e,FARMER_468,Labor,331133,7.03,6,Approved,Fully Paid,True,Government
LOAN_cac18c,FARMER_469,Land Expansion,400541,6.11,12,Rejected,,False,Microfinance
LOAN_5355ec,FARMER_470,Irrigation,270913,19.79,6,Rejected,,False,Government
LOAN_18e77b,FARMER_471,Fertilizer,133014,22.94,12,Approved,Defaulted,False,Microfinance
LOAN_8a4a56,FARMER_472,Labor,423701,8.32,12,Approved,Fully Paid,False,NGO
LOAN_e17e64,FARMER_473,Land Expansion,473994,23.82,12,Approved,Fully Paid,False,Microfinance
LOAN_32a44c,FARMER_474,Fertilizer,448317,17.2,18,Approved,Defaulted,False,Microfinance
LOAN_7e13db,FARMER_475,Labor,444290,7.48,24,Rejected,,False,Bank
LOAN_de5ca1,FARMER_476,Land Expansion,66399,8.34,6,Rejected,,False,NGO
LOAN_b8e1e7,FARMER_477,Labor,346439,6.32,24,Approved,Defaulted,False,NGO
LOAN_0cb881,FARMER_478,Irrigation,172930,7.86,24,Approved,Fully Paid,False,Bank
LOAN_2ac6bd,FARMER_479,Labor,148015,19.64,18,Approved,Defaulted,False,Government
LOAN_6cc3a3,FARMER_480,Labor,380879,9.38,12,Approved,Partially Paid,True,Microfinance
LOAN_363563,FARMER_481,Equipment,389113,16.23,24,Approved,Partially Paid,True,Bank
LOAN_7f13f3,FARMER_482,Irrigation,375386,19.42,12,Approved,Fully Paid,False,NGO
LOAN_0dd977,FARMER_483,Labor,272787,22.91,18,Approved,Fully Paid,False,Microfinance
LOAN_19188a,FARMER_484,Irrigation,352712,16.8,24,Approved,Fully Paid,True,Microfinance
LOAN_42fb04,FARMER_485,Labor,421676,16.39,6,Approved,Defaulted,True,Government
LOAN_020b6f,FARMER_486,Irrigation,129027,23.26,24,Approved,Fully Paid,True,Government
LOAN_c74364,FARMER_487,Land Expansion,150296,10.9,18,Approved,Fully Paid,False,Microfinance
LOAN_2b0e81,FARMER_488,Fertilizer,429785,9.07,18,Rejected,,True,Microfinance
LOAN_cb642e,FARMER_489,Equipment,252430,22.46,24,Approved,Partially Paid,True,Microfinance
LOAN_74be69,FARMER_490,Fertilizer,100083,6.49,6,Approved,Partially Paid,False,Government
LOAN_c62ea8,FARMER_491,Labor,203900,8.79,12,Approved,Fully Paid,False,Government
LOAN_4a63d4,FARMER_492,Labor,286794,13.23,24,Rejected,,False,Bank
LOAN_d7aded,FARMER_493,Land Expansion,324949,12.23,24,Approved,Fully Paid,True,Government
LOAN_957814,FARMER_494,Labor,285781,19.12,6,Approved,Fully Paid,False,NGO
LOAN_242155,FARMER_495,Irrigation,396202,6.84,6,Rejected,,False,NGO
LOAN_fc3e1b,FARMER_496,Fertilizer,447505,14.54,18,Rejected,,True,Microfinance
LOAN_ecc5e7,FARMER_497,Labor,364696,21.17,12,Approved,Fully Paid,False,Microfinance
LOAN_7bcbd5,FARMER_498,Land Expansion,403343,18.67,12,Approved,Defaulted,False,Government
LOAN_665096,FARMER_499,Equipment,194677,17.63,24,Rejected,,False,NGO
LOAN_11a524,FARMER_500,Fertilizer,422676,9.79,12,Approved,Fully Paid,False,Bank
LOAN_ac6978,FARMER_501,Land Expansion,451633,12.87,18,Approved,Fully Paid,False,Government
LOAN_7b2506,FARMER_502,Land Expansion,255244,8.61,18,Rejected,,False,Government
LOAN_c71b26,FARMER_503,Fertilizer,60573,15.18,6,Approved,Defaulted,False,NGO
LOAN_0a6306,FARMER_504,Land Expansion,127769,16.68,6,Rejected,,False,Microfinance
LOAN_fd7695,FARMER_505,Equipment,339854,17.62,18,Approved,Defaulted,True,Microfinance
LOAN_0ec45e,FARMER_506,Equipment,445118,22.52,6,Approved,Fully Paid,False,NGO
LOAN_72d0eb,FARMER_507,Labor,292160,6.24,18,Rejected,,False,NGO
LOAN_140fb5,FARMER_508,Irrigation,160150,12.77,6,Rejected,,False,Bank
LOAN_4eb174,FARMER_509,Labor,184675,16.82,24,Approved,Fully Paid,False,NGO
LOAN_2d05fc,FARMER_510,Irrigation,272666,16.4,12,Approved,Fully Paid,False,Microfinance
LOAN_df0c0e,FARMER_511,Fertilizer,399516,5.43,18,Approved,Fully Paid,False,NGO
LOAN_6170b9,FARMER_512,Land Expansion,294726,8.79,6,Approved,Fully Paid,False,NGO
LOAN_cdef83,FARMER_513,Labor,386116,21.91,18,Approved,Partially Paid,False,Bank
LOAN_3802fa,FARMER_514,Land Expansion,158607,15.31,24,Approved,Fully Paid,True,Government
LOAN_c54978,FARMER_515,Labor,263796,13.27,18,Approved,Fully Paid,False,Bank
LOAN_684d79,FARMER_516,Labor,271035,23.0,6,Approved,Partially Paid,False,NGO
LOAN_a427fb,FARMER_517,Equipment,304883,6.5,6,Approved,Partially Paid,True,Government
LOAN_b2b988,FARMER_518,Irrigation,444976,23.45,18,Approved,Fully Paid,False,NGO
LOAN_08e410,FARMER_519,Fertilizer,407641,5.56,18,Approved,Partially Paid,False,Government
LOAN_14bc2c,FARMER_520,Land Expansion,416753,16.25,6,Approved,Fully Paid,False,NGO
LOAN_b562d7,FARMER_521,Labor,339836,16.1,24,Approved,Fully Paid,True,Microfinance
LOAN_70f3fe,FARMER_522,Land Expansion,434830,17.78,24,Approved,Fully Paid,False,Government
LOAN_721d9f,FARMER_523,Equipment,195164,5.59,24,Rejected,,False,Government
LOAN_1f47a1,FARMER_524,Fertilizer,156520,15.61,12,Approved,Defaulted,False,Bank
LOAN_a0174d,FARMER_525,Irrigation,424654,7.27,12,Approved,Fully Paid,True,Microfinance
LOAN_245791,FARMER_526,Irrigation,136315,8.12,12,Approved,Fully Paid,False,Microfinance
LOAN_8b9465,FARMER_527,Labor,383024,9.31,18,Approved,Partially Paid,True,Microfinance
LOAN_4cfbfa,FARMER_528,Fertilizer,189337,17.26,12,Approved,Fully Paid,False,NGO
LOAN_5a3748,FARMER_529,Irrigation,96195,12.8,18,Approved,Partially Paid,False,NGO
LOAN_66e23e,FARMER_530,Fertilizer,308199,6.71,24,Approved,Defaulted,False,Government
LOAN_deec53,FARMER_531,Land Expansion,327060,10.78,6,Approved,Fully Paid,False,NGO
LOAN_bdefb0,FARMER_532,Equipment,483865,6.53,12,Approved,Defaulted,False,NGO
LOAN_d9b716,FARMER_533,Fertilizer,193334,18.28,6,Rejected,,True,Government
LOAN_f6515f,FARMER_534,Fertilizer,225194,16.15,12,Rejected,,False,Bank
LOAN_6b6694,FARMER_535,Irrigation,63873,13.15,12,Approved,Defaulted,False,NGO
LOAN_8e1555,FARMER_536,Labor,277187,23.55,6,Approved,Defaulted,False,Microfinance
LOAN_b09366,FARMER_537,Labor,359155,15.37,24,Approved,Partially Paid,False,Microfinance
LOAN_9b0678,FARMER_538,Land Expansion,316331,22.75,24,Approved,Fully Paid,False,NGO
LOAN_fa2ec1,FARMER_539,Irrigation,388666,16.58,24,Rejected,,False,NGO
LOAN_b4a98a,FARMER_540,Irrigation,149714,12.54,6,Approved,Fully Paid,False,Government
LOAN_164ce0,FARMER_541,Equipment,176366,15.78,18,Approved,Defaulted,True,NGO
LOAN_5b4505,FARMER_542,Labor,474763,8.04,6,Approved,Fully Paid,False,Bank
LOAN_1d9a43,FARMER_543,Irrigation,86380,18.5,18,Approved,Defaulted,False,Government
LOAN_87ffb8,FARMER_544,Land Expansion,73723,24.64,24,Rejected,,True,Microfinance
LOAN_aee601,FARMER_545,Equipment,251388,9.95,18,Approved,Defaulted,False,Government
LOAN_903fbf,FARMER_546,Labor,152771,11.46,24,Approved,Fully Paid,False,NGO
LOAN_bae481,FARMER_547,Labor,178497,13.12,24,Approved,Defaulted,False,NGO
LOAN_0c1ba6,FARMER_548,Labor,415803,14.67,24,Approved,Fully Paid,False,Bank
LOAN_960fb5,FARMER_549,Equipment,272249,19.38,24,Approved,Defaulted,False,Bank
LOAN_ff975c,FARMER_550,Land Expansion,63460,7.73,6,Rejected,,True,Government
LOAN_e0b4cd,FARMER_551,Land Expansion,147055,11.05,12,Approved,Partially Paid,False,Microfinance
LOAN_ba8ee4,FARMER_552,Irrigation,332523,15.77,12,Approved,Fully Paid,True,Government
